mouse_symbol	mouse_ensembl	human_symbol	mapping_type	matrix_symbol_normalised_to	normalisation_source	babelgene_version
Adcy3	ENSMUSG00000020654	ADCY3	one2one	NA		22.9
Adcy4	ENSMUSG00000022220	ADCY4	one2one	NA		22.9
Adcy5	ENSMUSG00000022840	ADCY5	one2one	NA		22.9
Adcy6	ENSMUSG00000022994	ADCY6	one2one	NA		22.9
Adcy7	ENSMUSG00000031659	ADCY7	one2one	NA		22.9
Adcy9	ENSMUSG00000005580	ADCY9	one2one	NA		22.9
Add1	ENSMUSG00000029106	ADD1	one2one	NA		22.9
Add3	ENSMUSG00000025026	ADD3	one2one	NA		22.9
Adgra2	ENSMUSG00000031486	ADGRA2	one2one	NA		22.9
Adgra3	ENSMUSG00000029090	ADGRA3	one2one	NA		22.9
Adgrd1	ENSMUSG00000044017	ADGRD1	one2one	NA		22.9
Adgre1	ENSMUSG00000004730	ADGRE1	one2one	NA		22.9
Adgre4	ENSMUSG00000032915	ADGRE4P	one2one	NA		22.9
Adgre5	ENSMUSG00000002885	ADGRE5	one2one	NA		22.9
Adgrf3	ENSMUSG00000067642	ADGRF3	one2one	NA		22.9
Adgrg1	ENSMUSG00000031785	ADGRG1	one2one	NA		22.9
Adgrg3	ENSMUSG00000060470	ADGRG3	one2one	NA		22.9
Adgrg5	ENSMUSG00000061577	ADGRG5	one2one	NA		22.9
Adgrg6	ENSMUSG00000039116	ADGRG6	one2one	NA		22.9
Adgrl1	ENSMUSG00000013033	ADGRL1	one2one	NA		22.9
Adgrl2	ENSMUSG00000028184	ADGRL2	one2one	NA		22.9
Adgrv1	ENSMUSG00000069170	ADGRV1	one2one	NA		22.9
Adh1	ENSMUSG00000074207	ADH1A	one2many	NA		22.9
Adh1	ENSMUSG00000074207	ADH1C	one2many	NA		22.9
Adh4	ENSMUSG00000037797	ADH4	one2one	NA		22.9
Adh5	ENSMUSG00000028138	ADH5	one2one	NA		22.9
Adhfe1	ENSMUSG00000025911	ADHFE1	one2one	NA		22.9
Adi1	ENSMUSG00000020629	ADI1	one2one	NA		22.9
Adipor1	ENSMUSG00000026457	ADIPOR1	one2one	NA		22.9
Adipor2	ENSMUSG00000030168	ADIPOR2	one2one	NA		22.9
Adk	ENSMUSG00000039197	ADK	one2one	NA		22.9
Adm	ENSMUSG00000030790	ADM	one2one	NA		22.9
Adnp	ENSMUSG00000051149	ADNP	one2one	NA		22.9
Adnp2	ENSMUSG00000053950	ADNP2	one2one	NA		22.9
Ado	ENSMUSG00000057134	ADO	one2one	NA		22.9
Adora2a	ENSMUSG00000020178	ADORA2A	one2one	NA		22.9
Adora2b	ENSMUSG00000018500	ADORA2B	one2one	NA		22.9
Adora3	ENSMUSG00000000562	ADORA3	one2one	NA		22.9
Adpgk	ENSMUSG00000025236	ADPGK	one2one	NA		22.9
Adprh	ENSMUSG00000002844	ADPRH	one2one	NA		22.9
Adprhl2	ENSMUSG00000042558	ADPRS	one2one	Adprs	org.Mm.eg.db	22.9
Adprm	ENSMUSG00000020910	ADPRM	one2one	NA		22.9
Adra2a	ENSMUSG00000033717	ADRA2A	one2one	NA		22.9
Adrb2	ENSMUSG00000045730	ADRB2	one2one	NA		22.9
Adrm1	ENSMUSG00000039041	ADRM1	many2one	NA		22.9
Adsl	ENSMUSG00000022407	ADSL	one2one	NA		22.9
Adss	ENSMUSG00000015961	ADSS2	one2one	NA		22.9
Adssl1	ENSMUSG00000011148	ADSS1	one2one	NA		22.9
Adtrp	ENSMUSG00000058022	ADTRP	one2one	NA		22.9
Aebp1	ENSMUSG00000020473	AEBP1	one2one	NA		22.9
Aebp2	ENSMUSG00000030232	AEBP2	one2one	NA		22.9
Aen	ENSMUSG00000030609	AEN	one2one	NA		22.9
Afap1	ENSMUSG00000029094	AFAP1	one2one	NA		22.9
Afdn	ENSMUSG00000068036	AFDN	one2one	NA		22.9
Aff1	ENSMUSG00000029313	AFF1	one2one	NA		22.9
Aff3	ENSMUSG00000037138	AFF3	one2one	NA		22.9
Aff4	ENSMUSG00000049470	AFF4	one2one	NA		22.9
Afg1l	ENSMUSG00000038302	AFG1L	one2one	NA		22.9
Afg3l2	ENSMUSG00000024527	AFG3L2	one2one	NA		22.9
Afmid	ENSMUSG00000017718	AFMID	one2one	NA		22.9
Afp	ENSMUSG00000054932	AFP	one2one	NA		22.9
Aftph	ENSMUSG00000049659	AFTPH	one2one	NA		22.9
Aga	ENSMUSG00000031521	AGA	one2one	NA		22.9
Agap1	ENSMUSG00000055013	AGAP1	one2one	NA		22.9
Agap2	ENSMUSG00000025422	AGAP2	one2one	NA		22.9
Agap3	ENSMUSG00000023353	AGAP3	one2one	NA		22.9
Agbl3	ENSMUSG00000038836	AGBL3	one2one	NA		22.9
Agbl5	ENSMUSG00000029165	AGBL5	one2one	NA		22.9
Ager	ENSMUSG00000015452	AGER	one2one	NA		22.9
Agfg1	ENSMUSG00000026159	AGFG1	one2one	NA		22.9
Agfg2	ENSMUSG00000029722	AGFG2	one2one	NA		22.9
Aggf1	ENSMUSG00000021681	AGGF1	one2one	NA		22.9
Agk	ENSMUSG00000029916	AGK	one2one	NA		22.9
Agl	ENSMUSG00000033400	AGL	one2one	NA		22.9
Ago1	ENSMUSG00000041530	AGO1	one2one	NA		22.9
Ago2	ENSMUSG00000036698	AGO2	one2one	NA		22.9
Ago3	ENSMUSG00000028842	AGO3	one2one	NA		22.9
Ago4	ENSMUSG00000042500	AGO4	one2one	NA		22.9
Agpat1	ENSMUSG00000034254	AGPAT1	one2one	NA		22.9
Agpat2	ENSMUSG00000026922	AGPAT2	one2one	NA		22.9
Agpat3	ENSMUSG00000001211	AGPAT3	one2one	NA		22.9
Agpat4	ENSMUSG00000023827	AGPAT4	one2one	NA		22.9
Agpat5	ENSMUSG00000031467	AGPAT5	one2one	NA		22.9
Agps	ENSMUSG00000042410	AGPS	one2one	NA		22.9
Agrn	ENSMUSG00000041936	AGRN	one2one	NA		22.9
Agrp	ENSMUSG00000005705	AGRP	one2one	NA		22.9
Agtpbp1	ENSMUSG00000021557	AGTPBP1	one2one	NA		22.9
Agtrap	ENSMUSG00000029007	AGTRAP	one2one	NA		22.9
Ahctf1	ENSMUSG00000026491	AHCTF1	one2one	NA		22.9
Ahcy	ENSMUSG00000027597	AHCY	many2one	NA		22.9
Ahcyl1	ENSMUSG00000027893	AHCYL1	one2one	NA		22.9
Ahcyl2	ENSMUSG00000029772	AHCYL2	one2one	NA		22.9
Ahdc1	ENSMUSG00000037692	AHDC1	one2one	NA		22.9
Ahi1	ENSMUSG00000019986	AHI1	one2one	NA		22.9
Ahnak	ENSMUSG00000069833	AHNAK	one2one	NA		22.9
Ahnak2	ENSMUSG00000118667	AHNAK2	one2one	NA		22.9
Ahr	ENSMUSG00000019256	AHR	one2one	NA		22.9
Ahrr	ENSMUSG00000021575	AHRR	one2one	NA		22.9
Ahsa1	ENSMUSG00000021037	AHSA1	one2one	NA		22.9
Ahsa2	ENSMUSG00000020288	AHSA2P	one2one	NA		22.9
AI429214	ENSMUSG00000074384	C8orf48	one2one	NA		22.9
AI467606	ENSMUSG00000045165	C16orf54	one2one	NA		22.9
AI597479	ENSMUSG00000010290	C2orf49	one2one	NA		22.9
AI661453	ENSMUSG00000034382	C6orf132	one2one	NA		22.9
AI837181	ENSMUSG00000047423	C11orf68	one2one	NA		22.9
AI854703	ENSMUSG00000053297	LOC728743	one2one	NA		22.9
Aicda	ENSMUSG00000040627	AICDA	one2one	NA		22.9
Aida	ENSMUSG00000042901	AIDA	one2one	NA		22.9
Aif1	ENSMUSG00000024397	AIF1	one2one	NA		22.9
Aif1l	ENSMUSG00000001864	AIF1L	one2one	NA		22.9
Aifm1	ENSMUSG00000036932	AIFM1	one2one	NA		22.9
Aifm2	ENSMUSG00000020085	AIFM2	one2one	NA		22.9
Aig1	ENSMUSG00000019806	AIG1	one2one	NA		22.9
Aim2	ENSMUSG00000037860	AIM2	one2one	NA		22.9
Aimp1	ENSMUSG00000028029	AIMP1	one2one	NA		22.9
Aimp2	ENSMUSG00000029610	AIMP2	one2one	NA		22.9
Aip	ENSMUSG00000024847	AIP	one2one	NA		22.9
Aipl1	ENSMUSG00000040554	AIPL1	one2one	NA		22.9
Aire	ENSMUSG00000000731	AIRE	one2one	NA		22.9
Ajm1	ENSMUSG00000029419	AJM1	one2one	NA		22.9
Ajuba	ENSMUSG00000022178	AJUBA	one2one	NA		22.9
Ak1	ENSMUSG00000026817	AK1	one2one	NA		22.9
AK157302	ENSMUSG00000078139	ISCA1	many2one	NA		22.9
Ak2	ENSMUSG00000028792	AK2	one2one	NA		22.9
Ak3	ENSMUSG00000024782	AK3	one2one	NA		22.9
Ak4	ENSMUSG00000028527	AK4	one2one	NA		22.9
Ak5	ENSMUSG00000039058	AK5	one2one	NA		22.9
Ak6	ENSMUSG00000078941	AK6	one2one	NA		22.9
Ak7	ENSMUSG00000041323	AK7	one2one	NA		22.9
Akap1	ENSMUSG00000018428	AKAP1	one2one	NA		22.9
Akap10	ENSMUSG00000047804	AKAP10	one2one	NA		22.9
Akap11	ENSMUSG00000022016	AKAP11	one2one	NA		22.9
Akap12	ENSMUSG00000038587	AKAP12	one2one	NA		22.9
Akap13	ENSMUSG00000066406	AKAP13	one2one	NA		22.9
Akap14	ENSMUSG00000036551	AKAP14	one2one	NA		22.9
Akap5	ENSMUSG00000021057	AKAP5	one2one	NA		22.9
Akap6	ENSMUSG00000061603	AKAP6	one2one	NA		22.9
Akap7	ENSMUSG00000039166	AKAP7	one2one	NA		22.9
Akap8	ENSMUSG00000024045	AKAP8	one2one	NA		22.9
Akap8l	ENSMUSG00000002625	AKAP8L	one2one	NA		22.9
Akap9	ENSMUSG00000040407	AKAP9	one2one	NA		22.9
Akip1	ENSMUSG00000031023	AKIP1	one2one	NA		22.9
Akirin1	ENSMUSG00000023075	AKIRIN1	one2one	NA		22.9
Akirin2	ENSMUSG00000028291	AKIRIN2	one2one	NA		22.9
Akna	ENSMUSG00000039158	AKNA	one2one	NA		22.9
Akr1a1	ENSMUSG00000028692	AKR1A1	one2one	NA		22.9
Akr1b10	ENSMUSG00000061758	AKR1B10	many2one	NA		22.9
Akr1b3	ENSMUSG00000001642	AKR1B1	one2one	NA		22.9
Akr1b8	ENSMUSG00000029762	AKR1B10	many2one	NA		22.9
Akr1c12	ENSMUSG00000021211	AKR1C2	one2many	NA		22.9
Akr1c12	ENSMUSG00000021211	AKR1C3	one2many	NA		22.9
Akr1c12	ENSMUSG00000021211	AKR1C4	one2many	NA		22.9
Akr1c18	ENSMUSG00000021214	AKR1C3	many2one	NA		22.9
Akr1e1	ENSMUSG00000045410	AKR1E2	one2one	NA		22.9
Akr7a5	ENSMUSG00000028743	AKR7A2	one2one	NA		22.9
Akt1	ENSMUSG00000001729	AKT1	one2one	NA		22.9
Akt1s1	ENSMUSG00000011096	AKT1S1	one2one	NA		22.9
Akt2	ENSMUSG00000004056	AKT2	one2one	NA		22.9
Akt3	ENSMUSG00000019699	AKT3	one2one	NA		22.9
Aktip	ENSMUSG00000031667	AKTIP	one2one	NA		22.9
Alad	ENSMUSG00000028393	ALAD	one2one	NA		22.9
Alas1	ENSMUSG00000032786	ALAS1	one2one	NA		22.9
Alas2	ENSMUSG00000025270	ALAS2	one2one	NA		22.9
Alcam	ENSMUSG00000022636	ALCAM	one2one	NA		22.9
Aldh16a1	ENSMUSG00000007833	ALDH16A1	one2one	NA		22.9
Aldh18a1	ENSMUSG00000025007	ALDH18A1	one2one	NA		22.9
Aldh1a2	ENSMUSG00000013584	ALDH1A2	one2one	NA		22.9
Aldh1a3	ENSMUSG00000015134	ALDH1A3	one2one	NA		22.9
Aldh1b1	ENSMUSG00000035561	ALDH1B1	one2one	NA		22.9
Aldh1l1	ENSMUSG00000030088	ALDH1L1	one2one	NA		22.9
Aldh1l2	ENSMUSG00000020256	ALDH1L2	one2one	NA		22.9
Aldh2	ENSMUSG00000029455	ALDH2	one2one	NA		22.9
Aldh3a2	ENSMUSG00000010025	ALDH3A2	one2one	NA		22.9
Aldh3b1	ENSMUSG00000024885	ALDH3B1	one2one	NA		22.9
Aldh4a1	ENSMUSG00000028737	ALDH4A1	one2one	NA		22.9
Aldh5a1	ENSMUSG00000035936	ALDH5A1	one2one	NA		22.9
Aldh6a1	ENSMUSG00000021238	ALDH6A1	one2one	NA		22.9
Aldh7a1	ENSMUSG00000053644	ALDH7A1	one2one	NA		22.9
Aldh9a1	ENSMUSG00000026687	ALDH9A1	one2one	NA		22.9
Aldoa	ENSMUSG00000030695	ALDOA	many2one	NA		22.9
Aldoart1	ENSMUSG00000059343	ALDOA	many2one	NA		22.9
Aldoart2	ENSMUSG00000063129	ALDOA	many2one	NA		22.9
Aldoc	ENSMUSG00000017390	ALDOC	one2one	NA		22.9
Alg1	ENSMUSG00000039427	ALG1	one2one	NA		22.9
Alg10b	ENSMUSG00000075470	ALG10B	one2one	NA		22.9
Alg11	ENSMUSG00000063362	ALG11	one2one	NA		22.9
Alg12	ENSMUSG00000035845	ALG12	one2one	NA		22.9
Alg13	ENSMUSG00000041718	ALG13	one2one	NA		22.9
Alg14	ENSMUSG00000039887	ALG14	one2one	NA		22.9
Alg2	ENSMUSG00000039740	ALG2	one2one	NA		22.9
Alg3	ENSMUSG00000033809	ALG3	one2one	NA		22.9
Alg5	ENSMUSG00000036632	ALG5	one2one	NA		22.9
Alg6	ENSMUSG00000073792	ALG6	one2one	NA		22.9
Alg8	ENSMUSG00000035704	ALG8	one2one	NA		22.9
Alg9	ENSMUSG00000032059	ALG9	one2one	NA		22.9
Alkbh1	ENSMUSG00000079036	ALKBH1	one2one	NA		22.9
Alkbh2	ENSMUSG00000044339	ALKBH2	one2one	NA		22.9
Alkbh3	ENSMUSG00000040174	ALKBH3	one2one	NA		22.9
Alkbh4	ENSMUSG00000039754	ALKBH4	one2one	NA		22.9
Alkbh5	ENSMUSG00000042650	ALKBH5	one2one	NA		22.9
Alkbh6	ENSMUSG00000042831	ALKBH6	one2one	NA		22.9
Alkbh7	ENSMUSG00000002661	ALKBH7	one2one	NA		22.9
Alkbh8	ENSMUSG00000025899	ALKBH8	one2one	NA		22.9
Alms1	ENSMUSG00000063810	ALMS1	one2one	NA		22.9
Alox12	ENSMUSG00000000320	ALOX12	one2one	NA		22.9
Alox12b	ENSMUSG00000032807	ALOX12B	one2one	NA		22.9
Alox15	ENSMUSG00000018924	ALOX15	one2one	NA		22.9
Alox5	ENSMUSG00000025701	ALOX5	one2one	NA		22.9
Alox8	ENSMUSG00000020891	ALOX15B	one2one	NA		22.9
Aloxe3	ENSMUSG00000020892	ALOXE3	one2one	NA		22.9
Alpk1	ENSMUSG00000028028	ALPK1	one2one	NA		22.9
Alpk2	ENSMUSG00000032845	ALPK2	one2one	NA		22.9
Alpk3	ENSMUSG00000038763	ALPK3	one2one	NA		22.9
Alpl	ENSMUSG00000028766	ALPL	one2one	NA		22.9
Als2	ENSMUSG00000026024	ALS2	one2one	NA		22.9
Als2cl	ENSMUSG00000044037	ALS2CL	one2one	NA		22.9
Alyref	ENSMUSG00000025134	ALYREF	many2one	NA		22.9
Alyref2	ENSMUSG00000060244	ALYREF	many2one	NA		22.9
Amacr	ENSMUSG00000022244	AMACR	one2one	NA		22.9
Ambra1	ENSMUSG00000040506	AMBRA1	one2one	NA		22.9
Amd1	ENSMUSG00000075232	AMD1	many2one	NA		22.9
Amd2	ENSMUSG00000063953	AMD1	many2one	NA		22.9
Amdhd1	ENSMUSG00000015890	AMDHD1	one2one	NA		22.9
Amdhd2	ENSMUSG00000036820	AMDHD2	one2one	NA		22.9
Amer1	ENSMUSG00000050332	AMER1	one2one	NA		22.9
Amfr	ENSMUSG00000031751	AMFR	one2one	NA		22.9
Amh	ENSMUSG00000035262	AMH	one2one	NA		22.9
Amigo1	ENSMUSG00000050947	AMIGO1	one2one	NA		22.9
Amigo2	ENSMUSG00000048218	AMIGO2	one2one	NA		22.9
Amigo3	ENSMUSG00000032593	AMIGO3	one2one	NA		22.9
Ammecr1	ENSMUSG00000042225	AMMECR1	one2one	NA		22.9
Ammecr1l	ENSMUSG00000041915	AMMECR1L	one2one	NA		22.9
Amn	ENSMUSG00000021278	AMN	one2one	NA		22.9
Amn1	ENSMUSG00000068250	AMN1	one2one	NA		22.9
Amot	ENSMUSG00000041688	AMOT	one2one	NA		22.9
Amotl1	ENSMUSG00000013076	AMOTL1	one2one	NA		22.9
Amotl2	ENSMUSG00000032531	AMOTL2	one2one	NA		22.9
Ampd1	ENSMUSG00000070385	AMPD1	one2one	NA		22.9
Ampd2	ENSMUSG00000027889	AMPD2	one2one	NA		22.9
Ampd3	ENSMUSG00000005686	AMPD3	one2one	NA		22.9
Amph	ENSMUSG00000021314	AMPH	one2one	NA		22.9
Amt	ENSMUSG00000032607	AMT	one2one	NA		22.9
Amz1	ENSMUSG00000050022	AMZ1	one2one	NA		22.9
Amz2	ENSMUSG00000020610	AMZ2	one2one	NA		22.9
Anapc1	ENSMUSG00000014355	ANAPC1	one2one	NA		22.9
Anapc10	ENSMUSG00000036977	ANAPC10	one2one	NA		22.9
Anapc11	ENSMUSG00000025135	ANAPC11	one2one	NA		22.9
Anapc13	ENSMUSG00000035048	ANAPC13	one2one	NA		22.9
Anapc15	ENSMUSG00000030649	ANAPC15	many2one	NA		22.9
Anapc15-ps	ENSMUSG00000074780	ANAPC15	many2one	NA		22.9
Anapc16	ENSMUSG00000020107	ANAPC16	one2one	NA		22.9
Anapc2	ENSMUSG00000026965	ANAPC2	one2one	NA		22.9
Anapc4	ENSMUSG00000029176	ANAPC4	one2one	NA		22.9
Anapc5	ENSMUSG00000029472	ANAPC5	one2one	NA		22.9
Anapc7	ENSMUSG00000029466	ANAPC7	one2one	NA		22.9
Ang	ENSMUSG00000072115	ANG	one2one	NA		22.9
Angel1	ENSMUSG00000021257	ANGEL1	one2one	NA		22.9
Angel2	ENSMUSG00000026634	ANGEL2	one2one	NA		22.9
Angpt1	ENSMUSG00000022309	ANGPT1	one2one	NA		22.9
Angpt2	ENSMUSG00000031465	ANGPT2	one2one	NA		22.9
Angptl1	ENSMUSG00000033544	ANGPTL1	one2one	NA		22.9
Angptl2	ENSMUSG00000004105	ANGPTL2	one2one	NA		22.9
Angptl4	ENSMUSG00000002289	ANGPTL4	one2one	NA		22.9
Angptl6	ENSMUSG00000038742	ANGPTL6	one2one	NA		22.9
Angptl7	ENSMUSG00000028989	ANGPTL7	one2one	NA		22.9
Ank	ENSMUSG00000022265	ANKH	one2one	NA		22.9
Ank1	ENSMUSG00000031543	ANK1	one2one	NA		22.9
Ank2	ENSMUSG00000032826	ANK2	one2one	NA		22.9
Ankfy1	ENSMUSG00000020790	ANKFY1	one2one	NA		22.9
Ankhd1	ENSMUSG00000024483	ANKHD1	one2one	NA		22.9
Ankib1	ENSMUSG00000040351	ANKIB1	one2one	NA		22.9
Ankle1	ENSMUSG00000046295	ANKLE1	one2one	NA		22.9
Ankle2	ENSMUSG00000029501	ANKLE2	one2one	NA		22.9
Ankmy1	ENSMUSG00000034212	ANKMY1	one2one	NA		22.9
Ankmy2	ENSMUSG00000036188	ANKMY2	one2one	NA		22.9
Ankra2	ENSMUSG00000021661	ANKRA2	one2one	NA		22.9
Ankrd10	ENSMUSG00000031508	ANKRD10	one2one	NA		22.9
Ankrd11	ENSMUSG00000035569	ANKRD11	one2one	NA		22.9
Ankrd12	ENSMUSG00000034647	ANKRD12	one2one	NA		22.9
Ankrd13a	ENSMUSG00000041870	ANKRD13A	one2one	NA		22.9
Ankrd13b	ENSMUSG00000037907	ANKRD13B	one2one	NA		22.9
Ankrd13c	ENSMUSG00000039988	ANKRD13C	one2one	NA		22.9
Ankrd13d	ENSMUSG00000005986	ANKRD13D	one2one	NA		22.9
Ankrd16	ENSMUSG00000047909	ANKRD16	one2one	NA		22.9
Ankrd17	ENSMUSG00000055204	ANKRD17	one2one	NA		22.9
Ankrd23	ENSMUSG00000067653	ANKRD23	one2one	NA		22.9
Ankrd24	ENSMUSG00000054708	ANKRD24	one2one	NA		22.9
Ankrd26	ENSMUSG00000007827	ANKRD26	one2one	NA		22.9
Ankrd27	ENSMUSG00000034867	ANKRD27	one2one	NA		22.9
Ankrd28	ENSMUSG00000014496	ANKRD28	one2one	NA		22.9
Ankrd29	ENSMUSG00000057766	ANKRD29	one2one	NA		22.9
Ankrd33b	ENSMUSG00000022237	ANKRD33B	one2one	NA		22.9
Ankrd34a	ENSMUSG00000049097	ANKRD34A	one2one	NA		22.9
Ankrd34b	ENSMUSG00000045034	ANKRD34B	one2one	NA		22.9
Ankrd37	ENSMUSG00000050914	ANKRD37	one2one	NA		22.9
Ankrd39	ENSMUSG00000079610	ANKRD39	one2one	NA		22.9
Ankrd40	ENSMUSG00000020864	ANKRD40	one2one	NA		22.9
Ankrd42	ENSMUSG00000041343	ANKRD42	one2one	NA		22.9
Ankrd44	ENSMUSG00000052331	ANKRD44	one2one	NA		22.9
Ankrd46	ENSMUSG00000048307	ANKRD46	one2one	NA		22.9
Ankrd49	ENSMUSG00000031931	ANKRD49	one2one	NA		22.9
Ankrd50	ENSMUSG00000044864	ANKRD50	one2one	NA		22.9
Ankrd52	ENSMUSG00000014498	ANKRD52	one2one	NA		22.9
Ankrd53	ENSMUSG00000014747	ANKRD53	one2one	NA		22.9
Ankrd54	ENSMUSG00000033055	ANKRD54	one2one	NA		22.9
Ankrd55	ENSMUSG00000049985	ANKRD55	one2one	NA		22.9
Ankrd6	ENSMUSG00000040183	ANKRD6	one2one	NA		22.9
Ankrd61	ENSMUSG00000029607	ANKRD61	one2one	NA		22.9
Ankrd9	ENSMUSG00000037904	ANKRD9	one2one	NA		22.9
Anks1	ENSMUSG00000024219	ANKS1A	one2one	NA		22.9
Anks1b	ENSMUSG00000058589	ANKS1B	one2one	NA		22.9
Anks3	ENSMUSG00000022515	ANKS3	one2one	NA		22.9
Anks6	ENSMUSG00000066191	ANKS6	one2one	NA		22.9
Ankzf1	ENSMUSG00000026199	ANKZF1	one2one	NA		22.9
Anln	ENSMUSG00000036777	ANLN	one2one	NA		22.9
Ano1	ENSMUSG00000031075	ANO1	one2one	NA		22.9
Ano10	ENSMUSG00000037949	ANO10	one2one	NA		22.9
Ano6	ENSMUSG00000064210	ANO6	one2one	NA		22.9
Ano7	ENSMUSG00000034107	ANO7	one2one	NA		22.9
Ano8	ENSMUSG00000034863	ANO8	one2one	NA		22.9
Anp32a	ENSMUSG00000032249	ANP32A	one2one	NA		22.9
Anp32b	ENSMUSG00000028333	ANP32B	one2one	NA		22.9
Anp32e	ENSMUSG00000015749	ANP32E	one2one	NA		22.9
Anpep	ENSMUSG00000039062	ANPEP	one2one	NA		22.9
Antxr1	ENSMUSG00000033420	ANTXR1	one2one	NA		22.9
Antxr2	ENSMUSG00000029338	ANTXR2	one2one	NA		22.9
Anxa1	ENSMUSG00000024659	ANXA1	one2one	NA		22.9
Anxa11	ENSMUSG00000021866	ANXA11	one2one	NA		22.9
Anxa13	ENSMUSG00000055114	ANXA13	one2one	NA		22.9
Anxa2	ENSMUSG00000032231	ANXA2	one2one	NA		22.9
Anxa3	ENSMUSG00000029484	ANXA3	one2one	NA		22.9
Anxa4	ENSMUSG00000029994	ANXA4	one2one	NA		22.9
Anxa5	ENSMUSG00000027712	ANXA5	one2one	NA		22.9
Anxa6	ENSMUSG00000018340	ANXA6	one2one	NA		22.9
Anxa7	ENSMUSG00000021814	ANXA7	one2one	NA		22.9
Anxa8	ENSMUSG00000021950	ANXA8L1	one2one	NA		22.9
Anxa9	ENSMUSG00000015702	ANXA9	one2one	NA		22.9
Aoc1	ENSMUSG00000029811	AOC1	one2one	NA		22.9
Aoc2	ENSMUSG00000078651	AOC2	one2one	NA		22.9
Aoc3	ENSMUSG00000019326	AOC3	one2one	NA		22.9
Aopep	ENSMUSG00000021458	AOPEP	one2one	NA		22.9
Ap1ar	ENSMUSG00000074238	AP1AR	one2one	NA		22.9
Ap1b1	ENSMUSG00000009090	AP1B1	one2one	NA		22.9
Ap1g1	ENSMUSG00000031731	AP1G1	one2one	NA		22.9
Ap1g2	ENSMUSG00000040701	AP1G2	one2one	NA		22.9
Ap1m1	ENSMUSG00000003033	AP1M1	one2one	NA		22.9
Ap1m2	ENSMUSG00000003309	AP1M2	one2one	NA		22.9
Ap1s1	ENSMUSG00000004849	AP1S1	one2one	NA		22.9
Ap1s2	ENSMUSG00000031367	AP1S2	one2one	NA		22.9
Ap1s3	ENSMUSG00000054702	AP1S3	one2one	NA		22.9
Ap2a1	ENSMUSG00000060279	AP2A1	one2one	NA		22.9
Ap2a2	ENSMUSG00000002957	AP2A2	one2one	NA		22.9
Ap2b1	ENSMUSG00000035152	AP2B1	one2one	NA		22.9
Ap2m1	ENSMUSG00000022841	AP2M1	one2one	NA		22.9
Ap2s1	ENSMUSG00000008036	AP2S1	one2one	NA		22.9
Ap3b1	ENSMUSG00000021686	AP3B1	one2one	NA		22.9
Ap3d1	ENSMUSG00000020198	AP3D1	one2one	NA		22.9
Ap3m1	ENSMUSG00000021824	AP3M1	one2one	NA		22.9
Ap3m2	ENSMUSG00000031539	AP3M2	one2one	NA		22.9
Ap3s1	ENSMUSG00000024480	AP3S1	one2one	NA		22.9
Ap3s2	ENSMUSG00000063801	AP3S2	one2one	NA		22.9
Ap4b1	ENSMUSG00000032952	AP4B1	one2one	NA		22.9
Ap4e1	ENSMUSG00000001998	AP4E1	one2one	NA		22.9
Ap4m1	ENSMUSG00000019518	AP4M1	one2one	NA		22.9
Ap4s1	ENSMUSG00000020955	AP4S1	one2one	NA		22.9
Ap5b1	ENSMUSG00000049562	AP5B1	one2one	NA		22.9
Ap5m1	ENSMUSG00000036291	AP5M1	one2one	NA		22.9
Ap5s1	ENSMUSG00000068264	AP5S1	one2one	NA		22.9
Ap5z1	ENSMUSG00000039623	AP5Z1	one2one	NA		22.9
Apaf1	ENSMUSG00000019979	APAF1	one2one	NA		22.9
Apba1	ENSMUSG00000024897	APBA1	one2one	NA		22.9
Apba3	ENSMUSG00000004931	APBA3	one2one	NA		22.9
Apbb1	ENSMUSG00000037032	APBB1	one2one	NA		22.9
Apbb1ip	ENSMUSG00000026786	APBB1IP	one2one	NA		22.9
Apbb2	ENSMUSG00000029207	APBB2	one2one	NA		22.9
Apbb3	ENSMUSG00000117679	APBB3	one2one	NA		22.9
Apc	ENSMUSG00000005871	APC	one2one	NA		22.9
Apc2	ENSMUSG00000020135	APC2	one2one	NA		22.9
Apcdd1	ENSMUSG00000071847	APCDD1	one2one	NA		22.9
Apeh	ENSMUSG00000032590	APEH	one2one	NA		22.9
Apex1	ENSMUSG00000035960	APEX1	one2one	NA		22.9
Apex2	ENSMUSG00000025269	APEX2	one2one	NA		22.9
Aph1a	ENSMUSG00000015750	APH1A	one2one	NA		22.9
Aph1b	ENSMUSG00000032375	APH1B	many2one	NA		22.9
Aph1c	ENSMUSG00000053040	APH1B	many2one	NA		22.9
Api5	ENSMUSG00000027193	API5	one2one	NA		22.9
Apip	ENSMUSG00000010911	APIP	one2one	NA		22.9
Aplf	ENSMUSG00000030051	APLF	one2one	NA		22.9
Apln	ENSMUSG00000037010	APLN	one2one	NA		22.9
Aplp1	ENSMUSG00000006651	APLP1	one2one	NA		22.9
Aplp2	ENSMUSG00000031996	APLP2	one2one	NA		22.9
Apmap	ENSMUSG00000033096	APMAP	one2one	NA		22.9
Apoa2	ENSMUSG00000005681	APOA2	one2one	NA		22.9
Apobec1	ENSMUSG00000040613	APOBEC1	one2one	NA		22.9
Apobec2	ENSMUSG00000040694	APOBEC2	one2one	NA		22.9
Apobec3	ENSMUSG00000009585	APOBEC3H	one2one	NA		22.9
Apobr	ENSMUSG00000042759	APOBR	one2one	NA		22.9
